firm,iso_o,category,parent
SOFTPORT SYSTEMS INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SOFTWARE CAPITAL FINANCE LLC,USA,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
SOFTWARE CAPITAL HOLDING LLC,USA,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
SOFTWARE CAPITAL LP,USA,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
SOFTWARE CREDIT LP,USA,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
SOJERN LIMITED,GBR,online-travel-market,SOJERN LIMITED
"SOLARIS INDEMNITY, LTD.",BMU,cloud-computing,ORACLE CORP
"SOLARIS INDEMNITY, LTD.",BMU,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SONY (CHINA) LTD.,CHN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY ARGENTINA SA,ARG,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY AUSTRALIA LIMITED,AUS,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY AUSTRIA GMBH IN LIQUIDATION,AUT,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY BENELUX BV,NLD,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY BUSINESS SOLUTIONS & SYSTEMS,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY CORPORATION OF AMERICA,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY CORPORATION OF HONG KONG LIMITED,HKG,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY CORPORATION OF PANAMA SA DE CV,MEX,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
"SONY CZECH, SPOL. S R.O. V LIKVIDACI",CZE,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY DADC UK LIMITED,GBR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY DE MEXICO SA DE CV,MEX,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY DE TIJUANA OESTE SA DE CV,MEX,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY DEVICE TECHNOLOGY (THAILAND) CO LTD,THA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EMCS (MALAYSIA) SDN. BHD.,MYS,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
"SONY ENTERPRISE CO.,LTD.",JPN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY ENTERTAINMENT INC,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EURASIA PAZARLAMA ANONIM SIRKETI,TUR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EUROPA BV,NLD,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EUROPE (BELGIUM),BEL,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EUROPE GMBH,DEU,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY EUROPE LIMITED,GBR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY FRANCE S A,FRA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY GLOBAL SOLUTIONS INC.,JPN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY GLOBAL TREASURY SERVICES PLC,GBR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY GROUP CORPORATION,JPN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY INDIA PRIVATE LIMITED,IND,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,GBR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY INTERACTIVE ENTERTAINMENT FRANCE SA,FRA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY INTERNATIONAL (HONG KONG) LIMITED,HKG,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY KOREA CORPORATION LTD,KOR,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
"SONY LATIN AMERICA INC.,SUCURSAL EN CHILE",CHL,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY MAGNETIC PRODUCTS OF AMERICA,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY MARKETING,IND,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY MIDDLE EAST & AFRICA FZE,ARE,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY NEW ZEALAND LIMITED,NZL,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY NORDIC A/S,DNK,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY OF CANADA LTD.,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY OVERSEAS AG,CHE,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PEOPLE SOLUTIONS INC.,JPN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PHILIPPINES INC,PHL,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PICTURES CONSUMER PRODUCTS INC,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PICTURES ENTERTAINMENT(JAPAN)INC.,JPN,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PICTURES HOME ENTERTAINMENT DE MEXICO SA DE CV,MEX,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY POLAND SP. Z O.O.,POL,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
"SONY PORTUGAL, UNIPESSOAL, LDA",PRT,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY PUERTO RICO INC,USA,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY SUPPLY CHAIN SOLUTIONS (EUROPE) B.V.,NLD,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SONY VIETNAM LTD.(SOVINAM),VNM,digital-media_video-games_gaming-networks,SONY GROUP CORPORATION
SOTAS INC,USA,cloud-computing,ORACLE CORP
SOTAS INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SOULMATES TECHNOLOGY LIMITED,GBR,eservices_dating-services_online-dating,"MATCH GROUP, INC."
SOUQ.COM FZ LLC,ARE,cloud-computing,"AMAZON.COM, INC."
SOUQ.COM FZ LLC,ARE,digital-advertising,"AMAZON.COM, INC."
SOUQ.COM FZ LLC,ARE,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
SOUQ.COM FZ LLC,ARE,online-marketplace,"AMAZON.COM, INC."
SOURCE CORP BPS INC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCECORP,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCECORP BPS NORTHERN CALIFORNIA,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCECORP DE MEXICO SA DE CV,MEX,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCECORP LEGAL INC.,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCECORP MANAGEMENT INC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCEHOV HEALTHCARE INC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
"SOURCEHOV HOLDINGS, INC.",USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCEHOV INDIA PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCEHOV LLC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SOURCEHOV TAX INC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
SPB SOFTWARE LIMITED,HKG,digital-advertising,YANDEX N.V
SPL (AUSTRALIA) PTY LIMITED,AUS,cloud-computing,ORACLE CORP
SPL (AUSTRALIA) PTY LIMITED,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL ACQUISITION S.A R.L.,LUX,cloud-computing,ORACLE CORP
SPL ACQUISITION S.A R.L.,LUX,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP (AUSTRALIA) PTY LIMITED,AUS,cloud-computing,ORACLE CORP
SPL WORLDGROUP (AUSTRALIA) PTY LIMITED,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP (IRELAND) LIMITED,IRL,cloud-computing,ORACLE CORP
SPL WORLDGROUP (IRELAND) LIMITED,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"SPL WORLDGROUP (PHILIPPINES), INC.",PHL,cloud-computing,ORACLE CORP
"SPL WORLDGROUP (PHILIPPINES), INC.",PHL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP 2000 LTD,ISR,cloud-computing,ORACLE CORP
SPL WORLDGROUP 2000 LTD,ISR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP B.V.,LUX,cloud-computing,ORACLE CORP
SPL WORLDGROUP B.V.,LUX,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP HOLDINGS (AUSTRALIA) PTY LIMITED,AUS,cloud-computing,ORACLE CORP
SPL WORLDGROUP HOLDINGS (AUSTRALIA) PTY LIMITED,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP HOLDINGS LLC,USA,cloud-computing,ORACLE CORP
SPL WORLDGROUP HOLDINGS LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP INC,USA,cloud-computing,ORACLE CORP
SPL WORLDGROUP INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP INTERNATIONAL LTD.,CYM,cloud-computing,ORACLE CORP
SPL WORLDGROUP INTERNATIONAL LTD.,CYM,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPL WORLDGROUP LIMITED LIABILITY COMPANY,RUS,cloud-computing,ORACLE CORP
SPL WORLDGROUP LIMITED LIABILITY COMPANY,RUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SPLUNK INC.,USA,cloud-computing,SPLUNK INC.
SPLUNK INC.,USA,software_enterprise-software_other-enterprise-software,SPLUNK INC.
SPOTIFY,USA,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY AB,SWE,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY AUSTRALIA PTY LTD,AUS,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY FRANCE SAS,FRA,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY GMBH,DEU,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY INC,USA,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY INDIA LLP,IND,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY ITALY SRL,ITA,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY JAPAN KK,JPN,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY LIMITED,GBR,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY SINGAPORE PTE LTD,SGP,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY SPAIN SL,ESP,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPOTIFY TECHNOLOGY,LUX,digital-media_digital-music_music-streaming,SPOTIFY TECHNOLOGY
SPRINGCM INC,USA,cloud-computing,"DOCUSIGN, INC."
SQUARE ENIX (CHINA) CO LTD,CHN,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
"SQUARE ENIX HOLDINGS CO.,LTD.",JPN,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
SQUARE ENIX INC,USA,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
SQUARE ENIX MONTREAL,CAN,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
SQUARE ENIX PRIVATE LIMITED,IND,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
STANLEY INTERNATIONAL HOLDINGS INC,USA,software_enterprise-software_supply-chain-management-software,PANASONIC
STAR ACQUISITION ULC,CAN,cloud-computing,ORACLE CORP
STAR ACQUISITION ULC,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STAR+,RUS,digital-media_video-on-demand_video-streaming-svod,DISNEY CO LTD
STARS GROUP HOLDINGS B.V.,NLD,online-gambling,STARS GROUP INC. (THE)
STARS GROUP INC. (THE),CAN,online-gambling,STARS GROUP INC. (THE)
STARS INTERACTIVE HOLDINGS (IOM) LIMITED,GBR,online-gambling,STARS GROUP INC. (THE)
STARSHINING MOBILE TECHNOLOGY (CHINA) LTD.,CHN,digital-advertising,SINA CORPORATION
STATISTA GMBH,DEU,data-licensing,STATISTA GMBH
STATUTE TECHNOLOGIES PTY LTD,AUS,cloud-computing,ORACLE CORP
STATUTE TECHNOLOGIES PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STELLENT ASIA PTY. LTD.,AUS,cloud-computing,ORACLE CORP
STELLENT ASIA PTY. LTD.,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STELLENT HOLDING B.V.,NLD,cloud-computing,ORACLE CORP
STELLENT HOLDING B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STELLENT INC,USA,cloud-computing,ORACLE CORP
STELLENT INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STELTOR GENERAL PARTNERSHIP,CAN,cloud-computing,ORACLE CORP
STELTOR GENERAL PARTNERSHIP,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STELTOR INC,CAN,cloud-computing,ORACLE CORP
STELTOR INC,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"STITCH FIX GIFT CARDS, LLC",USA,online-marketplace,"STITCH FIX, INC."
"STITCH FIX INTERNATIONAL (CAYMAN), LTD.",CYM,online-marketplace,"STITCH FIX, INC."
"STITCH FIX INTERNATIONAL (DELAWARE), INC.",USA,online-marketplace,"STITCH FIX, INC."
STITCH FIX UK LTD,GBR,online-marketplace,"STITCH FIX, INC."
"STITCH FIX, INC.",USA,online-marketplace,"STITCH FIX, INC."
STOCARD GMBH,DEU,payment-service,KLARNA BANK AB (PUBL)
STOKE HOLDINGS LIMITED,NZL,online-gambling,BET365 GROUP LIMITED
STORAGETEK (CHINA) SERVICES COMPANY LTD,CHN,cloud-computing,ORACLE CORP
STORAGETEK (CHINA) SERVICES COMPANY LTD,CHN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STORAGETEK (MALAYSIA) SDN BHD,MYS,cloud-computing,ORACLE CORP
STORAGETEK (MALAYSIA) SDN BHD,MYS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STORAGETEK INTL.CORP.,BRA,cloud-computing,ORACLE CORP
STORAGETEK INTL.CORP.,BRA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STORYBOTS INC,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
STRATEGIC PROCESSING CORP,USA,cloud-computing,ORACLE CORP
STRATEGIC PROCESSING CORP,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STRATEGIC TCM ORGANISATION LIMITED,HKG,eservices_online-education,STRATEGIC TCM ORGANISATION LIMITED
STRATFORD ACQUISITION CORPORATION,USA,cloud-computing,ORACLE CORP
STRATFORD ACQUISITION CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
STRIPE INC,USA,payment-service,STRIPE INC
STRIPE TECHNOLOGY INDIA PRIVATE LIMITED,IND,payment-service,STRIPE INC
STURDY NETWORKS LLC,USA,cloud-computing,"RACKSPACE TECHNOLOGY, INC."
SUCKER PUNCH PRODUCTIONS LLC,USA,digital-media_video-games_pc-games,SONY GROUP CORPORATION
SUMO LOGIC INC,USA,cloud-computing,SUMO LOGIC INC
SUN MICROSYSTEMS,GBR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS,GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (B.C.) ULC,CAN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (B.C.) ULC,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (CYPRUS) LIMITED,CYP,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (CYPRUS) LIMITED,CYP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (MIDDLE-EAST) B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (MIDDLE-EAST) B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"SUN MICROSYSTEMS (PORTUGAL) - TECNICAS DE INFORMATICA, SOCIEDADE UNIPESSOAL, LDA",PRT,cloud-computing,ORACLE CORP
"SUN MICROSYSTEMS (PORTUGAL) - TECNICAS DE INFORMATICA, SOCIEDADE UNIPESSOAL, LDA",PRT,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (SCHWEIZ) AG,CHE,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (SCHWEIZ) AG,CHE,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (SOUTH AFRICA) (PTY) LTD,ZAF,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (SOUTH AFRICA) (PTY) LTD,ZAF,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (THAILAND) LIMITED,THA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (THAILAND) LIMITED,THA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS (UAE) LTD,ARE,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS (UAE) LTD,ARE,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS AS,NOR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS AS,NOR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS AUSTRALIA PTY LTD,AUS,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS AUSTRALIA PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS BELGIUM,BEL,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS BELGIUM,BEL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS BILGISAYARSISTEMLERI LIMITED SIRKETI,TUR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS BILGISAYARSISTEMLERI LIMITED SIRKETI,TUR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS CHINA LIMITED,HKG,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS CHINA LIMITED,HKG,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"SUN MICROSYSTEMS CONSULTING (SHANGHAI) CO., LTD.",CHN,cloud-computing,ORACLE CORP
"SUN MICROSYSTEMS CONSULTING (SHANGHAI) CO., LTD.",CHN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS CZECH S.R.O.,CZE,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS CZECH S.R.O.,CZE,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DANMARK A/S,SWE,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DANMARK A/S,SWE,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DE ARGENTINA SA,ARG,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DE ARGENTINA SA,ARG,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DE CHILE S A,CHL,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DE CHILE S A,CHL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DE COLOMBIA S.A.,PAN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DE COLOMBIA S.A.,PAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DE MEXICO SA DE CV,MEX,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DE MEXICO SA DE CV,MEX,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DE VENEZUELA SA,VEN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DE VENEZUELA SA,VEN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS DO BRASIL INDUSTRIA E COMERCIO LTDA.,BRA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS DO BRASIL INDUSTRIA E COMERCIO LTDA.,BRA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS EUROPE PROPERTIES B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS EUROPE PROPERTIES B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS EUROPEAN HOLDING B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS EUROPEAN HOLDING B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS EXCHANGE INC,USA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS EXCHANGE INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS GLOBAL FINANCE KK,JPN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS GLOBAL FINANCE KK,JPN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS GLOBAL FINANCIAL SERVICES LLC,USA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS GLOBAL FINANCIAL SERVICES LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS GLOBAL SERVICES B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS GLOBAL SERVICES B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS GMBH,DEU,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS GMBH,DEU,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS HELLAS S.A.,GRC,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS HELLAS S.A.,GRC,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS HOLDINGS,GBR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS HOLDINGS,GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS HUNGARY COMPUTING LIMITED LIABILITY COMPANY SUN MICROSYSTEMS LTD.,HUN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS HUNGARY COMPUTING LIMITED LIABILITY COMPANY SUN MICROSYSTEMS LTD.,HUN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS IBERICA SA,ESP,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS IBERICA SA,ESP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS INDIA PVT. LTD.,IND,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS INDIA PVT. LTD.,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL BV,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL BV,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL HOLDING B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL HOLDING B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL INC,USA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS INTERNATIONAL INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS INVESTMENTS S.A R.L.,LUX,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS INVESTMENTS S.A R.L.,LUX,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS IRELAND,IRL,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS IRELAND,IRL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS ISRAEL LTD,ISR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS ISRAEL LTD,ISR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS KOREA LTD.,KOR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS KOREA LTD.,KOR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS MALAYSIA SDN BHD,MYS,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS MALAYSIA SDN BHD,MYS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS MANAGEMENT SERVICES CORPORATION,USA,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS MANAGEMENT SERVICES CORPORATION,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS NEDERLAND BV,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS NEDERLAND BV,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS OF CALIFORNIA LIMITED,HKG,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS OF CALIFORNIA LIMITED,HKG,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS OF CANADA,CAN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS OF CANADA,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS POLAND SP. Z O.O.,POL,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS POLAND SP. Z O.O.,POL,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS PRODUCTS LTD,CHN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS PRODUCTS LTD,CHN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS PTE LTD,SGP,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS PTE LTD,SGP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS SCOTLAND B.V.,NLD,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS SCOTLAND B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"SUN MICROSYSTEMS SCOTLAND HOLDING, LP",GBR,cloud-computing,ORACLE CORP
